Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_AB30__bad_short	short-only	fake	bad		Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	1964.7	Acinetobacter_AB30__bad_short__Unicycler_normal_0.2.0.fasta	Acinetobacter_AB30__bad_short__Unicycler_normal_0.2.0.gfa	454	227	143	105	61	18	4054201	3998875	3810589	3529520	2830666	1332312	261	132153	4025698	38.96	37266	33761	19792	14866	34	39	70	83	7	7	83657	6	13	0	0 + 0 part	0	92.793	1.001	0.00	22.52	0.65	132153	4024923	35418	32549	18474	14321	36	41	74	88	72	15.82	no	no	no
Acinetobacter_AB30__good_short	short-only	fake	good		Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	1072.2	Acinetobacter_AB30__good_short__Unicycler_normal_0.2.0.fasta	Acinetobacter_AB30__good_short__Unicycler_normal_0.2.0.gfa	277	164	124	99	64	27	4136155	4104046	4004329	3820004	3304799	2055395	194	146133	4125854	38.99	48359	44349	27649	25675	28	30	57	62	0	0	0	0	0	0	0 + 0 part	0	95.158	1.000	0.00	0.68	0.10	146133	4125854	48359	44349	27649	25675	28	30	57	62	0	0.00	no	no	no
Acinetobacter_AB30__medium_short	short-only	fake	medium		Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	547.8	Acinetobacter_AB30__medium_short__Unicycler_normal_0.2.0.fasta	Acinetobacter_AB30__medium_short__Unicycler_normal_0.2.0.gfa	306	165	126	99	65	25	4124557	4080764	3989339	3788772	3281616	1905749	199	146099	4105780	38.99	44258	43590	27614	25329	29	31	58	64	0	0	0	0	0	0	0 + 0 part	0	94.695	1.000	0.00	1.78	0.15	146099	4105759	44258	43590	27614	25329	29	31	58	64	0	0.00	no	no	no
E_coli_K-12_MG1655__bad_short	short-only	fake	bad		E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	2185.9	E_coli_K-12_MG1655__bad_short__Unicycler_normal_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__Unicycler_normal_0.2.0.gfa	258	159	131	107	64	30	4548779	4535784	4473180	4281255	3548313	2294331	165	164573	4540406	50.74	50873	49721	30780	27826	30	31	59	62	5	5	239695	10	15	0	0 + 0 part	0	97.761	1.001	0.00	7.54	0.18	164168	4540224	44742	42162	25343	23874	33	34	65	68	155	60.08	no	no	no
E_coli_K-12_MG1655__good_short	short-only	fake	good		E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	1213.0	E_coli_K-12_MG1655__good_short__Unicycler_normal_0.2.0.fasta	E_coli_K-12_MG1655__good_short__Unicycler_normal_0.2.0.gfa	127	66	49	46	41	28	4572420	4559365	4523631	4499629	4425545	3966453	74	327081	4565111	50.74	175919	148486	87033	82797	10	11	20	21	0	0	0	1	1	0	0 + 0 part	0	98.349	1.000	0.00	0.72	0.02	327081	4565108	147029	147029	82797	78620	11	11	21	22	0	0.00	no	no	no
E_coli_K-12_MG1655__medium_short	short-only	fake	medium		E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	599.0	E_coli_K-12_MG1655__medium_short__Unicycler_normal_0.2.0.fasta	E_coli_K-12_MG1655__medium_short__Unicycler_normal_0.2.0.gfa	133	66	48	45	40	27	4568148	4553779	4513063	4489162	4414855	3962220	75	327048	4560105	50.74	175706	175706	88307	86998	10	10	19	20	0	0	0	3	3	0	0 + 0 part	0	98.239	1.000	0.00	1.05	0.02	327048	4560105	175706	175706	86998	78591	10	10	20	21	0	0.00	no	no	no
E_coli_O25b_H4-ST131__bad_short	short-only	fake	bad		E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	2630.1	E_coli_O25b_H4-ST131__bad_short__Unicycler_normal_0.2.0.fasta	E_coli_O25b_H4-ST131__bad_short__Unicycler_normal_0.2.0.gfa	341	160	106	82	57	36	5117852	5081410	4944441	4769882	4355982	3589918	187	222700	5099576	50.78	76456	74456	41222	40382	20	21	42	44	6	6	192490	11	17	0	0 + 0 part	0	97.086	1.001	0.00	18.95	0.61	222700	5099071	70651	69682	34544	31978	21	22	45	49	112	32.84	no	no	no
E_coli_O25b_H4-ST131__good_short	short-only	fake	good		E_coli_O25b_H4-ST131_good_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_good_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_good_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	1462.1	E_coli_O25b_H4-ST131__good_short__Unicycler_normal_0.2.0.fasta	E_coli_O25b_H4-ST131__good_short__Unicycler_normal_0.2.0.gfa	109	60	40	32	24	19	5179676	5162605	5106379	5047369	4908840	4716783	77	709716	5174360	50.80	335026	335026	159062	159062	6	6	12	12	0	0	0	1	1	0	0 + 0 part	0	98.569	1.000	0.00	0.37	0.06	709716	5174358	335026	335026	142746	142746	6	6	12	12	0	0.00	no	no	no
E_coli_O25b_H4-ST131__medium_short	short-only	fake	medium		E_coli_O25b_H4-ST131_medium_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_medium_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_medium_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	719.7	E_coli_O25b_H4-ST131__medium_short__Unicycler_normal_0.2.0.fasta	E_coli_O25b_H4-ST131__medium_short__Unicycler_normal_0.2.0.gfa	174	80	49	37	25	21	5172892	5147249	5068174	4978476	4776478	4629475	101	709691	5160641	50.80	216995	216995	159028	159028	8	8	15	15	0	0	0	3	3	0	0 + 0 part	0	98.306	1.000	0.00	1.96	0.12	709691	5160641	216995	216995	142728	136457	8	8	15	16	0	0.00	no	no	no
Klebsiella_30660_NJST258_1__bad_short	short-only	fake	bad		Klebsiella_30660_NJST258_1_bad_illumina_1.fastq.gz, Klebsiella_30660_NJST258_1_bad_illumina_2.fastq.gz	Klebsiella_30660_NJST258_1.fasta.gz	5540936	6	5263229, 142788, 73636, 36109, 14249, 10925	1.0, 1.1, 1.2, 1.3, 2.5, 5.0	yes, yes, yes, yes, yes, yes	57.16	Unicycler	normal	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_bad_illumina_2.fastq.gz --no_long -o output --mode normal --threads 8	auto	success	2867.5	Klebsiella_30660_NJST258_1__bad_short__Unicycler_normal_0.2.0.fasta	Klebsiella_30660_NJST258_1__bad_short__Unicycler_normal_0.2.0.gfa	356	158	116	98	65	39	5422342	5390337	5284878	5150848	4586340	3668019	180	250915	5406915	57.24	81416	79904	37588	34400	23	24	49	52	6	6	373204	6	12	0	1 + 1 part	5469	97.424	1.001	0.00	11.54	0.26	250915	5401203	64282	61906	34348	33708	25	26	53	56	133	37.36	no	no	no
