Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_A1__bad_short	short-only	fake	bad		Acinetobacter_A1_bad_illumina_1.fastq.gz, Acinetobacter_A1_bad_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_bad_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	2232.0	Acinetobacter_A1__bad_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_A1__bad_short__Unicycler_bold_0.2.0.gfa	199	72	61	55	40	27	3807493	3801391	3773451	3728561	3452221	2951550	74	375999	3802614	39.09	93504	83137	51231	50457	11	12	26	27	1	1	80923	3	4	0	0 + 0 part	0	97.029	1.000	0.00	10.02	0.45	375999	3802266	83137	78266	50454	49837	12	13	28	29	70	34.65	no	no	no
Acinetobacter_A1__good_short	short-only	fake	good		Acinetobacter_A1_good_illumina_1.fastq.gz, Acinetobacter_A1_good_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_good_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	1299.6	Acinetobacter_A1__good_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_A1__good_short__Unicycler_bold_0.2.0.gfa	62	23	16	14	13	11	3866046	3862811	3847401	3833218	3813074	3742493	23	1717370	3862811	39.12	462300	462300	196594	196594	2	2	5	5	0	0	0	0	0	0	0 + 0 part	0	98.591	1.000	0.00	0.67	0.10	1717370	3862561	462300	462300	196594	196594	2	2	5	5	0	0.00	no	no	no
Acinetobacter_A1__medium_short	short-only	fake	medium		Acinetobacter_A1_medium_illumina_1.fastq.gz, Acinetobacter_A1_medium_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_medium_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	617.3	Acinetobacter_A1__medium_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_A1__medium_short__Unicycler_bold_0.2.0.gfa	104	22	16	14	13	11	3865419	3859990	3845781	3831593	3811456	3740887	23	1717360	3860564	39.12	462295	462295	196589	196589	2	2	5	5	0	0	0	0	0	0	0 + 0 part	0	98.534	1.000	0.00	0.13	0.13	1717360	3860317	462295	462295	196589	196589	2	2	5	5	0	0.00	no	no	no
Acinetobacter_AB30__bad_short	short-only	fake	bad		Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	1908.3	Acinetobacter_AB30__bad_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__bad_short__Unicycler_bold_0.2.0.gfa	401	220	140	105	62	18	4068584	4018169	3835105	3576110	2882102	1332315	257	132153	4046142	38.98	38653	35417	21076	16949	34	38	69	80	10	8	115549	8	18	0	0 + 0 part	0	93.122	1.002	0.00	20.71	0.64	132153	4044969	34121	32550	19602	14866	37	41	74	87	73	18.16	no	no	no
Acinetobacter_AB30__good_short	short-only	fake	good		Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	1075.3	Acinetobacter_AB30__good_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__good_short__Unicycler_bold_0.2.0.gfa	252	163	122	96	65	28	4135084	4104846	4003287	3809648	3356074	2105449	194	146133	4127177	38.99	50015	44360	27882	26525	28	30	56	61	0	0	0	0	0	0	0 + 0 part	0	95.189	1.000	0.00	0.61	0.24	146133	4127150	50015	44360	27882	26525	28	30	56	61	0	0.00	no	no	no
Acinetobacter_AB30__medium_short	short-only	fake	medium		Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	537.2	Acinetobacter_AB30__medium_short__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__medium_short__Unicycler_bold_0.2.0.gfa	278	163	124	97	66	25	4123778	4084193	3993532	3792221	3333170	1906171	196	146099	4108247	39.00	48325	43905	27848	25835	28	31	57	63	1	1	13371	1	2	0	0 + 0 part	0	94.752	1.000	0.00	1.66	0.19	146099	4108247	48325	43905	27848	25835	28	31	57	63	0	0.00	no	no	no
E_coli_K-12_MG1655__bad_short	short-only	fake	bad		E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	1995.6	E_coli_K-12_MG1655__bad_short__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__Unicycler_bold_0.2.0.gfa	231	156	131	108	64	30	4548653	4536689	4478795	4294452	3551500	2295611	164	164573	4542896	50.74	50873	49721	30780	27827	30	31	59	62	5	5	239697	11	16	0	0 + 0 part	0	97.815	1.001	0.00	7.82	0.18	164168	4542719	44742	42161	25343	23875	33	34	65	68	158	68.40	no	no	no
E_coli_K-12_MG1655__good_short	short-only	fake	good		E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	1181.6	E_coli_K-12_MG1655__good_short__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__good_short__Unicycler_bold_0.2.0.gfa	120	66	49	46	41	28	4572418	4560969	4525337	4501343	4425528	3966428	73	327080	4566158	50.74	175918	148487	87033	82796	10	11	20	21	0	0	0	1	1	0	0 + 0 part	0	98.371	1.000	0.00	0.57	0.02	327080	4566150	147030	147030	82796	78627	11	11	21	22	0	0.00	no	no	no
E_coli_K-12_MG1655__medium_short	short-only	fake	medium		E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	587.4	E_coli_K-12_MG1655__medium_short__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__medium_short__Unicycler_bold_0.2.0.gfa	126	68	49	45	40	27	4568142	4557004	4518178	4489147	4414838	3962213	74	327046	4561482	50.74	175707	175707	88307	86999	10	10	19	20	0	0	0	3	3	0	0 + 0 part	0	98.269	1.000	0.00	1.05	0.02	327046	4561482	175707	175707	86999	78586	10	10	20	21	0	0.00	no	no	no
E_coli_O25b_H4-ST131__bad_short	short-only	fake	bad		E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --no_long -o output --mode bold --threads 8	auto	success	2320.6	E_coli_O25b_H4-ST131__bad_short__Unicycler_bold_0.2.0.fasta	E_coli_O25b_H4-ST131__bad_short__Unicycler_bold_0.2.0.gfa	302	155	102	79	55	37	5117579	5088640	4950714	4784042	4375573	3733392	174	222698	5101250	50.78	85868	76456	46159	40789	19	20	39	42	7	6	194757	10	17	0	0 + 0 part	0	97.120	1.001	0.00	19.16	0.69	222698	5100742	85868	74455	36579	32862	19	20	42	45	112	37.09	no	no	no
