Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_AB30__bad_short	short-only	fake	bad		Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes		ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	fail																																																							
Acinetobacter_AB30__good_short	short-only	fake	good		Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	1194.6	Acinetobacter_AB30__good_short__ABySS_scaffolds_1.9.0.fasta	Acinetobacter_AB30__good_short__ABySS_scaffolds_1.9.0.gfa	274	191	140	104	68	25	4478870	4465604	4312166	4044022	3500190	1964159	194	147341	4468179	39.11	45199	45988	28864	29251	31	30	63	60	3	3	76998	2	5	0	0 + 0 part	0	98.740	1.044	20.88	21.75	0.54	147341	4467634	43802	44872	28277	29090	32	31	64	61	83	30.29	no	no	no
Acinetobacter_AB30__medium_short	short-only	fake	medium		Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	227.1	Acinetobacter_AB30__medium_short__ABySS_scaffolds_1.9.0.fasta	Acinetobacter_AB30__medium_short__ABySS_scaffolds_1.9.0.gfa	287	210	140	108	67	25	4524667	4511213	4305807	4078096	3478130	1962608	215	147772	4515186	39.06	43802	45262	28749	30559	32	30	64	59	0	0	0	7	7	0	0 + 1 part	1038	98.927	1.052	20.31	21.12	0.44	147772	4513540	41220	43802	27251	29381	33	31	66	62	62	21.60	no	no	no
E_coli_K-12_MG1655__bad_short	short-only	fake	bad		E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes		ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	fail																																																							
E_coli_K-12_MG1655__good_short	short-only	fake	good		E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	1223.7	E_coli_K-12_MG1655__good_short__ABySS_scaffolds_1.9.0.fasta	E_coli_K-12_MG1655__good_short__ABySS_scaffolds_1.9.0.gfa	140	62	54	47	42	27	4682574	4671355	4647154	4598753	4531304	4006025	63	328378	4672165	50.79	176119	176119	88204	88204	10	10	20	20	0	0	0	6	6	0	0 + 0 part	0	99.284	1.014	22.71	3.86	0.30	328378	4669663	150749	150749	80392	80392	11	11	22	22	65	46.43	no	no	no
E_coli_K-12_MG1655__medium_short	short-only	fake	medium		E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	275.2	E_coli_K-12_MG1655__medium_short__ABySS_scaffolds_1.9.0.fasta	E_coli_K-12_MG1655__medium_short__ABySS_scaffolds_1.9.0.gfa	144	67	56	48	41	27	4685402	4675727	4647729	4593971	4487172	4003214	67	328378	4675727	50.79	176299	176299	88204	88204	10	10	20	20	0	0	0	5	5	0	0 + 0 part	0	99.284	1.015	21.47	3.45	0.24	328378	4674895	135012	135012	80392	80392	12	12	23	23	57	39.58	no	no	no
E_coli_O25b_H4-ST131__bad_short	short-only	fake	bad		E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes		ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	fail																																																							
E_coli_O25b_H4-ST131__good_short	short-only	fake	good		E_coli_O25b_H4-ST131_good_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_good_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_good_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_good_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	1448.0	E_coli_O25b_H4-ST131__good_short__ABySS_scaffolds_1.9.0.fasta	E_coli_O25b_H4-ST131__good_short__ABySS_scaffolds_1.9.0.gfa	147	92	62	42	27	23	5398931	5389241	5302239	5157999	4889674	4747029	95	515579	5391447	50.81	193100	219231	127201	139170	9	8	17	16	2	2	8621	3	5	0	0 + 0 part	0	99.438	1.033	49.50	14.64	1.15	515378	5388838	193100	219048	127201	138980	9	8	17	16	70	47.62	no	no	no
E_coli_O25b_H4-ST131__medium_short	short-only	fake	medium		E_coli_O25b_H4-ST131_medium_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_medium_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_medium_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_medium_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	344.5	E_coli_O25b_H4-ST131__medium_short__ABySS_scaffolds_1.9.0.fasta	E_coli_O25b_H4-ST131__medium_short__ABySS_scaffolds_1.9.0.gfa	168	107	68	47	30	24	5304947	5293594	5193405	5038991	4744954	4536879	112	512648	5297443	50.80	191473	191473	109604	109604	9	9	18	18	0	0	0	4	4	0	0 + 0 part	0	99.392	1.015	21.54	16.00	1.02	512648	5296785	162816	162816	104188	104188	10	10	20	20	70	41.67	no	no	no
Klebsiella_30660_NJST258_1__bad_short	short-only	fake	bad		Klebsiella_30660_NJST258_1_bad_illumina_1.fastq.gz, Klebsiella_30660_NJST258_1_bad_illumina_2.fastq.gz	Klebsiella_30660_NJST258_1.fasta.gz	5540936	6	5263229, 142788, 73636, 36109, 14249, 10925	1.0, 1.1, 1.2, 1.3, 2.5, 5.0	yes, yes, yes, yes, yes, yes		ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_bad_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_bad_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	fail																																																							
Klebsiella_30660_NJST258_1__good_short	short-only	fake	good		Klebsiella_30660_NJST258_1_good_illumina_1.fastq.gz, Klebsiella_30660_NJST258_1_good_illumina_2.fastq.gz	Klebsiella_30660_NJST258_1.fasta.gz	5540936	6	5263229, 142788, 73636, 36109, 14249, 10925	1.0, 1.1, 1.2, 1.3, 2.5, 5.0	yes, yes, yes, yes, yes, yes	57.16	ABySS	scaffolds	1.9.0	abyss-pe k=64 j=8 graph=gfa in='/scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_good_illumina_1.fastq.gz /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Klebsiella_30660_NJST258_1/Klebsiella_30660_NJST258_1_good_illumina_2.fastq.gz' name=run; cp --remove-destination $(readlink run-scaffolds.fa) run-scaffolds.fa; cp --remove-destination $(readlink run-scaffolds.gfa) run-scaffolds.gfa	64	success	1544.0	Klebsiella_30660_NJST258_1__good_short__ABySS_scaffolds_1.9.0.fasta	Klebsiella_30660_NJST258_1__good_short__ABySS_scaffolds_1.9.0.gfa	138	81	63	50	36	28	5557997	5548121	5490185	5399094	5166271	4903571	85	435276	5551321	57.18	212474	212474	102406	102406	10	10	19	19	0	0	0	2	2	0	0 + 0 part	0	99.255	1.009	15.91	10.91	0.49	435010	5549554	212474	212474	98936	98936	10	10	20	20	35	25.36	no	no	no
