Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_A1__bad_short	short-only	fake	bad		Acinetobacter_A1_bad_illumina_1.fastq.gz, Acinetobacter_A1_bad_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2094.6	Acinetobacter_A1__bad_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_A1__bad_short__Unicycler_conservative_0.2.0.gfa	333	115	88	79	50	24	3813791	3791859	3727275	3660810	3185346	2217879	127	375999	3799696	39.08	58494	58447	35047	34299	19	20	40	42	1	1	47258	1	2	0	0 + 0 part	0	96.945	1.000	0.00	7.77	0.13	375999	3799592	58494	58442	34883	32445	19	20	40	43	65	19.35	no	no	no
Acinetobacter_A1__good_short	short-only	fake	good		Acinetobacter_A1_good_illumina_1.fastq.gz, Acinetobacter_A1_good_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1204.2	Acinetobacter_A1__good_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_A1__good_short__Unicycler_conservative_0.2.0.gfa	141	44	33	30	27	21	3831392	3823203	3798695	3775102	3726690	3516540	45	451105	3823894	39.11	209797	196595	95466	95466	6	7	13	13	0	0	0	0	0	0	0 + 0 part	0	97.598	1.000	0.00	0.03	0.08	451105	3823644	209797	196595	95466	95466	6	7	13	13	0	0.00	no	no	no
Acinetobacter_A1__medium_short	short-only	fake	medium		Acinetobacter_A1_medium_illumina_1.fastq.gz, Acinetobacter_A1_medium_illumina_2.fastq.gz	Acinetobacter_A1.fasta.gz	3917739	2	3909008, 8731	1.0, 1.5	yes, yes	39.28	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_A1/Acinetobacter_A1_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	574.2	Acinetobacter_A1__medium_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_A1__medium_short__Unicycler_conservative_0.2.0.gfa	165	45	34	31	28	22	3831678	3822888	3798400	3774810	3726416	3516290	46	451099	3823573	39.11	193783	193783	95460	93560	7	7	13	14	0	0	0	0	0	0	0 + 0 part	0	97.590	1.000	0.00	0.05	0.03	451099	3823326	193783	193783	95460	93560	7	7	13	14	0	0.00	no	no	no
Acinetobacter_AB30__bad_short	short-only	fake	bad		Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2291.0	Acinetobacter_AB30__bad_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__bad_short__Unicycler_conservative_0.2.0.gfa	649	270	155	111	55	16	4062559	3959557	3709833	3378326	2471685	1130615	345	132153	4014375	38.94	31504	29188	16125	12444	39	44	83	100	2	2	20035	4	6	0	0 + 0 part	0	92.539	1.001	0.00	13.18	0.37	132153	4013717	30464	27826	15314	12058	40	45	85	103	88	13.44	no	no	no
Acinetobacter_AB30__good_short	short-only	fake	good		Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1252.7	Acinetobacter_AB30__good_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__good_short__Unicycler_conservative_0.2.0.gfa	416	201	127	96	66	23	4126247	4062946	3865080	3645889	3199432	1738768	258	146133	4101837	38.98	43348	40109	25675	21934	30	33	62	69	0	0	0	0	0	0	0 + 0 part	0	94.604	1.000	0.00	0.12	0.07	146133	4101825	43348	40109	25675	21934	30	33	62	69	0	0.00	no	no	no
Acinetobacter_AB30__medium_short	short-only	fake	medium		Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	616.1	Acinetobacter_AB30__medium_short__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__medium_short__Unicycler_conservative_0.2.0.gfa	496	211	129	99	65	21	4113608	4026917	3821647	3608784	3080647	1590051	279	146099	4074877	38.98	39785	37385	25148	21123	32	35	65	73	0	0	0	0	0	0	0 + 0 part	0	93.982	1.000	0.00	0.25	0.12	146099	4074877	39785	37385	25148	21123	32	35	65	73	0	0.00	no	no	no
E_coli_K-12_MG1655__bad_short	short-only	fake	bad		E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2575.1	E_coli_K-12_MG1655__bad_short__Unicycler_conservative_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__Unicycler_conservative_0.2.0.gfa	420	228	175	133	60	20	4548022	4521694	4396872	4069429	2909150	1452193	240	164575	4531206	50.74	35081	34618	18009	17036	40	41	83	88	1	1	20539	8	9	0	0 + 0 part	0	97.566	1.001	0.00	6.32	0.11	123828	4531020	35079	34160	17277	16532	41	43	87	92	137	32.24	no	no	no
E_coli_K-12_MG1655__good_short	short-only	fake	good		E_coli_K-12_MG1655_good_illumina_1.fastq.gz, E_coli_K-12_MG1655_good_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	1423.3	E_coli_K-12_MG1655__good_short__Unicycler_conservative_0.2.0.fasta	E_coli_K-12_MG1655__good_short__Unicycler_conservative_0.2.0.gfa	176	79	57	53	45	29	4570349	4550080	4497996	4468127	4342287	3804948	91	327081	4559297	50.74	133036	133036	67358	64903	12	12	23	24	0	0	0	0	0	0	0 + 0 part	0	98.226	1.000	0.00	0.15	0.02	327081	4559297	133036	133036	67358	64903	12	12	23	24	0	0.00	no	no	no
E_coli_K-12_MG1655__medium_short	short-only	fake	medium		E_coli_K-12_MG1655_medium_illumina_1.fastq.gz, E_coli_K-12_MG1655_medium_illumina_2.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	693.2	E_coli_K-12_MG1655__medium_short__Unicycler_conservative_0.2.0.fasta	E_coli_K-12_MG1655__medium_short__Unicycler_conservative_0.2.0.gfa	239	97	74	68	52	30	4565453	4541329	4487369	4442374	4184094	3430009	109	327046	4550119	50.74	112325	111689	53723	43792	14	15	30	32	0	0	0	0	0	0	0 + 0 part	0	98.028	1.000	0.00	0.24	0.02	327046	4550119	112325	111689	53723	43792	14	15	30	32	0	0.00	no	no	no
E_coli_O25b_H4-ST131__bad_short	short-only	fake	bad		E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz, E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz	E_coli_O25b_H4-ST131.fasta.gz	5249449	3	5109767, 135602, 4080	1.0, 1.0, 20.0	yes, yes, yes	50.81	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_O25b_H4-ST131/E_coli_O25b_H4-ST131_bad_illumina_2.fastq.gz --no_long -o output --mode conservative --threads 8	auto	success	2959.0	E_coli_O25b_H4-ST131__bad_short__Unicycler_conservative_0.2.0.fasta	E_coli_O25b_H4-ST131__bad_short__Unicycler_conservative_0.2.0.gfa	503	213	131	98	65	36	5119537	5062188	4866076	4625100	4099601	3094580	249	222700	5086437	50.78	59175	55947	31426	29445	26	28	55	59	1	1	34186	4	5	0	0 + 0 part	0	96.850	1.000	0.00	14.48	0.22	222700	5086122	55752	55574	29711	27172	27	28	57	62	107	21.06	no	no	no
