Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_AB30__bad_short__bad_long	hybrid	fake	bad	bad	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode bold --threads 8	auto	success	4644.6	Acinetobacter_AB30__bad_short__bad_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__bad_short__bad_long__Unicycler_bold_0.2.0.gfa	99	34	19	17	13	13	4400515	4383973	4354305	4335708	4258479	4258479	46	894300	4392764	39.03	364919	364919	343016	343016	4	4	7	7	9	7	2111115	11	20	0	0 + 2 part	40491	98.876	1.015	0.00	155.98	215.74	399064	4348766	210017	219323	134812	155530	8	7	14	13	43	43.43	no	no	no
Acinetobacter_AB30__bad_short__good_long	hybrid	fake	bad	good	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode bold --threads 8	auto	success	11071.4	Acinetobacter_AB30__bad_short__good_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__bad_short__good_long__Unicycler_bold_0.2.0.gfa	65	28	15	9	7	6	4465915	4459300	4435283	4385443	4349265	4310460	32	1199306	4462341	39.03	797842	976651	769917	769917	3	2	4	4	8	3	1231162	11	19	0	0 + 0 part	0	99.460	1.035	0.00	34.37	5.40	752482	4460572	393249	422462	201996	201996	5	4	8	8	40	61.54	no	no	no
Acinetobacter_AB30__bad_short__medium_long	hybrid	fake	bad	medium	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode bold --threads 8	auto	success	5483.0	Acinetobacter_AB30__bad_short__medium_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__bad_short__medium_long__Unicycler_bold_0.2.0.gfa	71	28	15	12	11	9	4448349	4439695	4416380	4390771	4374280	4309393	34	905139	4443718	39.03	796596	796596	769380	769380	3	3	4	4	7	4	1793611	11	18	0	1 + 2 part	24416	99.222	1.027	0.00	82.84	125.17	500078	4417810	269974	269974	178533	178533	6	6	11	11	41	57.75	no	no	no
Acinetobacter_AB30__good_short__bad_long	hybrid	fake	good	bad	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode bold --threads 8	auto	success	3292.3	Acinetobacter_AB30__good_short__bad_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__good_short__bad_long__Unicycler_bold_0.2.0.gfa	7	5	4	4	4	4	4334129	4333134	4331383	4331383	4331383	4331383	6	1901505	4333892	39.04	1567316	1567316	1567316	1567316	2	2	2	2	2	2	1959305	2	4	0	0 + 1 part	822	99.879	1.001	0.00	6.79	0.46	1622764	4332837	957609	957609	379372	379372	2	2	4	4	0	0.00	no	no	no
Acinetobacter_AB30__good_short__good_long	hybrid	fake	good	good	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode bold --threads 8	auto	success	11608.6	Acinetobacter_AB30__good_short__good_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__good_short__good_long__Unicycler_bold_0.2.0.gfa	1	1	1	1	1	1	4335781	4335781	4335781	4335781	4335781	4335781	1	4335781	4335781	39.04	4335781	4335781	4335781	4335781	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	3.25	0.23	4335781	4335781	4335781	4335781	4335781	4335781	1	1	1	1	0	0.00	yes	yes	no
Acinetobacter_AB30__good_short__medium_long	hybrid	fake	good	medium	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode bold --threads 8	auto	success	4895.8	Acinetobacter_AB30__good_short__medium_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__good_short__medium_long__Unicycler_bold_0.2.0.gfa	1	1	1	1	1	1	4335775	4335775	4335775	4335775	4335775	4335775	1	4335775	4335775	39.04	4335775	4335775	4335775	4335775	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	3.25	0.23	4335775	4335775	4335775	4335775	4335775	4335775	1	1	1	1	0	0.00	yes	yes	no
Acinetobacter_AB30__medium_short__bad_long	hybrid	fake	medium	bad	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode bold --threads 8	auto	success	4333.6	Acinetobacter_AB30__medium_short__bad_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__medium_short__bad_long__Unicycler_bold_0.2.0.gfa	9	6	5	5	5	4	4341751	4340083	4338365	4338365	4338365	4310391	8	1901471	4341480	39.05	1567911	1567911	1567911	1567911	2	2	2	2	2	2	1595885	3	5	0	0 + 1 part	822	99.879	1.002	0.00	21.38	0.85	1622747	4340313	811517	811517	371076	371076	2	2	4	4	2	22.22	no	no	no
Acinetobacter_AB30__medium_short__good_long	hybrid	fake	medium	good	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode bold --threads 8	auto	success	11622.1	Acinetobacter_AB30__medium_short__good_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__medium_short__good_long__Unicycler_bold_0.2.0.gfa	2	2	1	1	1	1	4321242	4321242	4318559	4318559	4318559	4318559	2	4318559	4321242	39.03	4318559	4318559	4318559	4318559	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	99.665	1.000	0.00	2.94	0.39	4318559	4321242	4318559	4318559	4318559	4318559	1	1	1	1	4	200.00	no	no	no
Acinetobacter_AB30__medium_short__medium_long	hybrid	fake	medium	medium	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode bold --threads 8	auto	success	5753.1	Acinetobacter_AB30__medium_short__medium_long__Unicycler_bold_0.2.0.fasta	Acinetobacter_AB30__medium_short__medium_long__Unicycler_bold_0.2.0.gfa	2	1	1	1	1	1	4351050	4350747	4350747	4350747	4350747	4350747	1	4350747	4350747	39.06	4350747	4350747	4350747	4350747	1	1	1	1	2	1	4350747	0	2	0	0 + 0 part	0	100.000	1.003	0.00	3.16	0.53	4335840	4350747	4335840	4335840	4335840	4335840	1	1	1	1	1	50.00	yes	no	no
E_coli_K-12_MG1655__bad_short__bad_long	hybrid	fake	bad	bad	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_bad_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_long.fastq.gz -o output --mode bold --threads 8	auto	success	2820.4	E_coli_K-12_MG1655__bad_short__bad_long__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__bad_long__Unicycler_bold_0.2.0.gfa	50	48	42	34	20	18	4862004	4861581	4846462	4785334	4583215	4499975	48	895763	4861581	50.84	326213	326213	200288	200288	5	5	10	10	1	1	355241	14	15	0	0 + 5 part	62140	99.973	1.034	0.00	135.29	260.22	566902	4799214	200286	200286	77851	104908	9	9	18	16	85	170.00	no	no	no
E_coli_K-12_MG1655__bad_short__good_long	hybrid	fake	bad	good	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_good_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_good_long.fastq.gz -o output --mode bold --threads 8	auto	success	9306.5	E_coli_K-12_MG1655__bad_short__good_long__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__good_long__Unicycler_bold_0.2.0.gfa	45	45	38	32	19	16	4868859	4868859	4851381	4806631	4622893	4493792	45	1017504	4868859	50.86	282926	577574	188022	201675	4	3	9	8	1	1	222863	8	9	0	0 + 0 part	0	99.973	1.049	0.00	6.44	3.56	724616	4868652	246128	276931	150762	156172	7	6	13	12	84	186.67	no	no	no
E_coli_K-12_MG1655__bad_short__medium_long	hybrid	fake	bad	medium	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_medium_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	bold	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_medium_long.fastq.gz -o output --mode bold --threads 8	auto	success	4664.6	E_coli_K-12_MG1655__bad_short__medium_long__Unicycler_bold_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__medium_long__Unicycler_bold_0.2.0.gfa	43	43	38	30	20	17	4917281	4917281	4904491	4839187	4700818	4596539	43	1039876	4917281	50.83	333488	333488	276931	276931	5	5	9	9	0	0	0	9	9	0	0 + 1 part	9421	99.968	1.058	0.00	79.78	199.67	724739	4905825	256033	276931	155571	157870	7	6	13	12	83	193.02	no	no	no
