Read set name	Read set type	Real or fake reads	Fake Illumina read quality	Fake long read quality	Read files	Reference name	Reference total length	# reference sequences	Reference sequence lengths	Reference sequence depths	Reference sequence circularity	Reference GC (%)	Assembler	Assembler setting/output	Assembler version	Assembly command(s)	Assembly kmer size	Assembly result	Assembly time (seconds)	Assembly FASTA	Assembly graph	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	Total misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	Dead ends	Percent dead ends	Complete	Structurally perfect	Completely perfect
Acinetobacter_AB30__bad_short__bad_long	hybrid	fake	bad	bad	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode conservative --threads 8	auto	success	5020.9	Acinetobacter_AB30__bad_short__bad_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__bad_short__bad_long__Unicycler_conservative_0.2.0.gfa	261	73	32	25	21	19	4386662	4343052	4268377	4216497	4137897	4062305	101	563164	4362902	39.03	285143	285143	190802	190802	6	6	11	11	7	6	1237921	10	17	1	0 + 3 part	81084	96.443	1.024	0.00	94.44	107.93	343002	4280735	189353	189353	101161	101161	9	9	17	17	39	14.94	no	no	no
Acinetobacter_AB30__bad_short__good_long	hybrid	fake	bad	good	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode conservative --threads 8	auto	success	11754.8	Acinetobacter_AB30__bad_short__good_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__bad_short__good_long__Unicycler_conservative_0.2.0.gfa	178	42	24	16	11	11	4461569	4435443	4396921	4335041	4263794	4263794	56	769917	4445337	39.02	414404	414404	338903	338903	4	4	7	7	4	2	398391	10	14	0	0 + 0 part	0	99.217	1.033	0.00	30.38	4.77	480172	4443865	286912	286912	189333	189333	6	6	11	11	34	19.10	no	no	no
Acinetobacter_AB30__bad_short__medium_long	hybrid	fake	bad	medium	Acinetobacter_AB30_bad_illumina_1.fastq.gz, Acinetobacter_AB30_bad_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode conservative --threads 8	auto	success	5956.1	Acinetobacter_AB30__bad_short__medium_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__bad_short__medium_long__Unicycler_conservative_0.2.0.gfa	228	60	28	20	16	15	4416188	4377550	4317061	4251332	4191383	4147659	85	767561	4395666	39.03	396849	396849	173650	173650	4	4	8	8	4	4	831766	9	13	0	0 + 1 part	14261	98.171	1.029	0.00	76.28	130.41	446897	4380491	210017	210017	113064	113064	7	7	13	13	34	14.91	no	no	no
Acinetobacter_AB30__good_short__bad_long	hybrid	fake	good	bad	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode conservative --threads 8	auto	success	3494.6	Acinetobacter_AB30__good_short__bad_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__good_short__bad_long__Unicycler_conservative_0.2.0.gfa	117	23	10	7	7	7	4317102	4295017	4261432	4239962	4239962	4239962	43	1899578	4309126	39.02	611673	611673	358584	358584	2	2	4	4	0	0	0	2	2	0	0 + 1 part	822	99.025	1.003	0.00	4.75	0.33	1621819	4308071	611673	611673	346851	346851	2	2	5	5	0	0.00	no	no	no
Acinetobacter_AB30__good_short__good_long	hybrid	fake	good	good	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode conservative --threads 8	auto	success	11995.0	Acinetobacter_AB30__good_short__good_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__good_short__good_long__Unicycler_conservative_0.2.0.gfa	9	3	1	1	1	1	4335781	4334373	4329491	4329491	4329491	4329491	5	4329491	4335534	39.04	4329491	4329491	4329491	4329491	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	99.882	1.001	0.00	1.36	0.44	4329491	4335534	4329491	4329491	4329491	4329491	1	1	1	1	0	0.00	no	no	no
Acinetobacter_AB30__good_short__medium_long	hybrid	fake	good	medium	Acinetobacter_AB30_good_illumina_1.fastq.gz, Acinetobacter_AB30_good_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode conservative --threads 8	auto	success	5088.7	Acinetobacter_AB30__good_short__medium_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__good_short__medium_long__Unicycler_conservative_0.2.0.gfa	20	7	5	4	4	4	4335775	4332283	4327402	4318816	4318816	4318816	11	1618599	4335010	39.04	1033979	1033979	1018582	1018582	2	2	3	3	0	0	0	0	0	0	0 + 0 part	0	99.851	1.001	0.00	2.33	0.46	1618599	4335010	1033979	1033979	1018582	1018582	2	2	3	3	0	0.00	no	no	no
Acinetobacter_AB30__medium_short__bad_long	hybrid	fake	medium	bad	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_bad_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_bad_long.fastq.gz -o output --mode conservative --threads 8	auto	success	4352.3	Acinetobacter_AB30__medium_short__bad_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__medium_short__bad_long__Unicycler_conservative_0.2.0.gfa	109	24	10	9	8	7	4312086	4289060	4257192	4249370	4235453	4200979	41	1862382	4301897	39.01	606189	606189	358549	358549	2	2	4	4	0	0	0	1	1	0	0 + 1 part	822	98.919	1.003	0.00	5.18	0.42	1621802	4301075	606189	606189	357001	357001	2	2	5	5	0	0.00	no	no	no
Acinetobacter_AB30__medium_short__good_long	hybrid	fake	medium	good	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_good_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_good_long.fastq.gz -o output --mode conservative --threads 8	auto	success	12024.4	Acinetobacter_AB30__medium_short__good_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__medium_short__good_long__Unicycler_conservative_0.2.0.gfa	44	8	1	1	1	1	4332155	4321752	4306461	4306461	4306461	4306461	16	4306461	4327541	39.04	4306461	4306461	4306461	4306461	1	1	1	1	0	0	0	0	0	0	0 + 0 part	0	99.595	1.002	0.00	3.36	0.35	4306461	4327541	4306461	4306461	4306461	4306461	1	1	1	1	0	0.00	no	no	no
Acinetobacter_AB30__medium_short__medium_long	hybrid	fake	medium	medium	Acinetobacter_AB30_medium_illumina_1.fastq.gz, Acinetobacter_AB30_medium_illumina_2.fastq.gz, Acinetobacter_AB30_medium_long.fastq.gz	Acinetobacter_AB30.fasta.gz	4335793	1	4335793	1.0	yes	39.04	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/Acinetobacter_AB30/Acinetobacter_AB30_medium_long.fastq.gz -o output --mode conservative --threads 8	auto	success	5890.1	Acinetobacter_AB30__medium_short__medium_long__Unicycler_conservative_0.2.0.fasta	Acinetobacter_AB30__medium_short__medium_long__Unicycler_conservative_0.2.0.gfa	48	14	5	3	3	3	4328185	4318000	4300710	4287823	4287823	4287823	23	2268880	4324650	39.04	2268880	2268880	1102817	1102817	1	1	2	2	0	0	0	0	0	0	0 + 0 part	0	99.528	1.002	0.00	2.13	0.35	2268880	4324650	2268880	2268880	1102817	1102817	1	1	2	2	0	0.00	no	no	no
E_coli_K-12_MG1655__bad_short__bad_long	hybrid	fake	bad	bad	E_coli_K-12_MG1655_bad_illumina_1.fastq.gz, E_coli_K-12_MG1655_bad_illumina_2.fastq.gz, E_coli_K-12_MG1655_bad_long.fastq.gz	E_coli_K-12_MG1655.fasta.gz	4641652	1	4641652	1.0	yes	50.79	Unicycler	conservative	0.2.0	unicycler-runner.py -1 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_1.fastq.gz -2 /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_illumina_2.fastq.gz -l /scratch/sysgen/rwick/Unicycler-assembly-tests/synthetic_reads/E_coli_K-12_MG1655/E_coli_K-12_MG1655_bad_long.fastq.gz -o output --mode conservative --threads 8	auto	success	3444.4	E_coli_K-12_MG1655__bad_short__bad_long__Unicycler_conservative_0.2.0.fasta	E_coli_K-12_MG1655__bad_short__bad_long__Unicycler_conservative_0.2.0.gfa	93	57	46	38	23	20	4860858	4854807	4833309	4775218	4551099	4430861	61	895762	4857626	50.84	276972	276972	157398	177038	6	6	12	11	1	1	222865	13	14	0	0 + 6 part	81537	99.556	1.034	0.00	133.95	257.67	566902	4776015	188265	188265	75752	79525	9	9	19	17	83	89.25	no	no	no
